date,product_id,warehouse_id,units_sold,stock_level,price,promotion,temperature,event
2022-03-21,SKU-0004,WH-02,78,919,75.71,False,32.3,
2022-03-21,SKU-0004,WH-03,63,831,105.19,False,32.3,
2022-03-21,SKU-0005,WH-01,81,1537,89.05,False,32.3,
2022-03-21,SKU-0005,WH-02,109,1132,16.63,False,32.3,
2022-03-21,SKU-0005,WH-03,115,2608,69.55,False,32.3,
2022-03-22,SKU-0001,WH-01,82,2391,41.67,False,34.9,
2022-03-22,SKU-0001,WH-02,69,1871,15.27,False,34.9,
2022-03-22,SKU-0001,WH-03,83,1271,30.5,False,34.9,
2022-03-22,SKU-0002,WH-01,74,2136,26.61,False,34.9,
2022-03-22,SKU-0002,WH-02,79,1596,22.96,False,34.9,
2022-03-22,SKU-0002,WH-03,94,1864,87.46,False,34.9,
2022-03-22,SKU-0003,WH-01,25,350,88.02,False,34.9,
2022-03-22,SKU-0003,WH-02,65,1757,65.04,True,34.9,
2022-03-22,SKU-0003,WH-03,41,552,44.54,False,34.9,
2022-03-22,SKU-0004,WH-01,74,2123,83.2,False,34.9,
2022-03-22,SKU-0004,WH-02,127,1370,34.04,True,34.9,
2022-03-22,SKU-0004,WH-03,97,1592,76.22,False,34.9,
2022-03-22,SKU-0005,WH-01,62,1570,55.22,False,34.9,
2022-03-22,SKU-0005,WH-02,114,2674,36.88,False,34.9,
2022-03-22,SKU-0005,WH-03,167,2434,62.49,True,34.9,
2022-03-23,SKU-0001,WH-01,114,1156,57.38,True,35.6,
2022-03-23,SKU-0001,WH-02,63,1515,50.69,False,35.6,
2022-03-23,SKU-0001,WH-03,82,1873,60.88,False,35.6,
2022-03-23,SKU-0002,WH-01,89,2066,20.5,False,35.6,
2022-03-23,SKU-0002,WH-02,88,1607,26.16,False,35.6,
2022-03-23,SKU-0002,WH-03,97,2466,52.71,False,35.6,
2022-03-23,SKU-0003,WH-01,48,1282,29.49,True,35.6,
2022-03-23,SKU-0003,WH-02,26,342,33.37,False,35.6,
2022-03-23,SKU-0003,WH-03,62,723,87.73,True,35.6,
2022-03-23,SKU-0004,WH-01,76,1285,66.14,False,35.6,
2022-03-23,SKU-0004,WH-02,77,1951,14.09,False,35.6,
2022-03-23,SKU-0004,WH-03,102,1531,40.64,False,35.6,
2022-03-23,SKU-0005,WH-01,78,2130,35.24,False,35.6,
2022-03-23,SKU-0005,WH-02,87,1828,19.27,False,35.6,
2022-03-23,SKU-0005,WH-03,143,2841,100.81,False,35.6,
2022-03-24,SKU-0001,WH-01,77,1674,70.83,False,34.8,
2022-03-24,SKU-0001,WH-02,88,1826,71.37,False,34.8,
2022-03-24,SKU-0001,WH-03,135,1757,67.09,False,34.8,
2022-03-24,SKU-0002,WH-01,81,2233,39.22,False,34.8,
2022-03-24,SKU-0002,WH-02,65,806,80.09,False,34.8,
2022-03-24,SKU-0002,WH-03,115,2707,22.17,False,34.8,
2022-03-24,SKU-0003,WH-01,30,599,23.3,False,34.8,
2022-03-24,SKU-0003,WH-02,32,719,26.71,False,34.8,
2022-03-24,SKU-0003,WH-03,55,1251,44.5,False,34.8,
2022-03-24,SKU-0004,WH-01,113,2108,66.7,False,34.8,
2022-03-24,SKU-0004,WH-02,76,890,63.38,False,34.8,
2022-03-24,SKU-0004,WH-03,78,1336,101.92,False,34.8,
2022-03-24,SKU-0005,WH-01,75,850,88.46,False,34.8,
2022-03-24,SKU-0005,WH-02,148,3612,34.23,True,34.8,
2022-03-24,SKU-0005,WH-03,116,3267,51.26,False,34.8,
2022-03-25,SKU-0001,WH-01,66,822,78.53,False,32.1,
2022-03-25,SKU-0001,WH-02,51,582,84.6,False,32.1,
2022-03-25,SKU-0001,WH-03,93,1787,38.87,False,32.1,
2022-03-25,SKU-0002,WH-01,66,1804,28.82,False,32.1,
2022-03-25,SKU-0002,WH-02,75,1147,72.68,False,32.1,
2022-03-25,SKU-0002,WH-03,110,2075,68.94,False,32.1,
2022-03-25,SKU-0003,WH-01,39,1032,76.76,False,32.1,
2022-03-25,SKU-0003,WH-02,25,615,55.48,False,32.1,
2022-03-25,SKU-0003,WH-03,44,486,73.77,False,32.1,
2022-03-25,SKU-0004,WH-01,81,1592,46.75,False,32.1,
2022-03-25,SKU-0004,WH-02,97,1894,42.33,False,32.1,
2022-03-25,SKU-0004,WH-03,79,1159,79.4,False,32.1,
2022-03-25,SKU-0005,WH-01,115,3271,74.37,False,32.1,
2022-03-25,SKU-0005,WH-02,90,1908,55.23,False,32.1,
2022-03-25,SKU-0005,WH-03,111,2313,57.94,False,32.1,
2022-03-26,SKU-0001,WH-01,80,1451,59.54,False,34.6,
2022-03-26,SKU-0001,WH-02,90,1381,75.5,False,34.6,
2022-03-26,SKU-0001,WH-03,140,3401,22.88,False,34.6,
2022-03-26,SKU-0002,WH-01,80,2232,110.55,False,34.6,
2022-03-26,SKU-0002,WH-02,110,2073,80.83,False,34.6,
2022-03-26,SKU-0002,WH-03,176,3918,58.8,True,34.6,
2022-03-26,SKU-0003,WH-01,66,1855,55.06,False,34.6,
2022-03-26,SKU-0003,WH-02,57,756,56.34,False,34.6,
2022-03-26,SKU-0003,WH-03,52,1460,90.26,False,34.6,
2022-03-26,SKU-0004,WH-01,93,1407,62.0,False,34.6,
2022-03-26,SKU-0004,WH-02,82,1402,82.4,False,34.6,
2022-03-26,SKU-0004,WH-03,175,3256,73.48,False,34.6,
2022-03-26,SKU-0005,WH-01,132,2920,37.29,False,34.6,
2022-03-26,SKU-0005,WH-02,150,2123,14.33,False,34.6,
2022-03-26,SKU-0005,WH-03,174,4672,53.18,False,34.6,
2022-03-27,SKU-0001,WH-01,107,3163,17.12,False,34.8,
2022-03-27,SKU-0001,WH-02,67,843,61.37,False,34.8,
2022-03-27,SKU-0001,WH-03,92,977,38.08,False,34.8,
2022-03-27,SKU-0002,WH-01,83,940,51.76,False,34.8,
2022-03-27,SKU-0002,WH-02,146,4231,12.55,False,34.8,
2022-03-27,SKU-0002,WH-03,105,1193,68.82,False,34.8,
2022-03-27,SKU-0003,WH-01,53,1138,27.01,False,34.8,
2022-03-27,SKU-0003,WH-02,54,920,87.8,False,34.8,
2022-03-27,SKU-0003,WH-03,41,848,15.71,False,34.8,
2022-03-27,SKU-0004,WH-01,139,2815,45.18,False,34.8,
2022-03-27,SKU-0004,WH-02,81,2334,60.38,False,34.8,
2022-03-27,SKU-0004,WH-03,69,922,18.07,False,34.8,
2022-03-27,SKU-0005,WH-01,138,2633,102.38,False,34.8,
2022-03-27,SKU-0005,WH-02,153,3039,66.54,False,34.8,
2022-03-27,SKU-0005,WH-03,173,3921,27.81,False,34.8,
2022-03-28,SKU-0001,WH-01,86,1013,58.95,False,33.1,
2022-03-28,SKU-0001,WH-02,95,2256,21.34,False,33.1,
2022-03-28,SKU-0001,WH-03,111,1165,19.02,False,33.1,
2022-03-28,SKU-0002,WH-01,78,1033,52.78,False,33.1,
2022-03-28,SKU-0002,WH-02,92,1664,70.88,False,33.1,
2022-03-28,SKU-0002,WH-03,88,1627,34.74,False,33.1,
2022-03-28,SKU-0003,WH-01,39,814,28.94,False,33.1,
2022-03-28,SKU-0003,WH-02,33,460,29.81,False,33.1,
2022-03-28,SKU-0003,WH-03,39,677,43.01,False,33.1,
2022-03-28,SKU-0004,WH-01,131,2060,28.54,False,33.1,
2022-03-28,SKU-0004,WH-02,71,1033,30.78,False,33.1,
2022-03-28,SKU-0004,WH-03,89,1129,21.93,False,33.1,
2022-03-28,SKU-0005,WH-01,104,1573,41.41,False,33.1,
2022-03-28,SKU-0005,WH-02,60,921,24.08,False,33.1,
2022-03-28,SKU-0005,WH-03,88,1332,100.73,False,33.1,
2022-03-29,SKU-0001,WH-01,66,1166,79.42,False,34.0,
2022-03-29,SKU-0001,WH-02,109,2873,57.8,False,34.0,
2022-03-29,SKU-0001,WH-03,185,3690,66.3,True,34.0,
2022-03-29,SKU-0002,WH-01,89,1500,10.98,False,34.0,
2022-03-29,SKU-0002,WH-02,95,2239,36.85,False,34.0,
2022-03-29,SKU-0002,WH-03,92,1121,108.67,False,34.0,
2022-03-29,SKU-0003,WH-01,31,359,44.71,False,34.0,
2022-03-29,SKU-0003,WH-02,29,605,92.12,False,34.0,
2022-03-29,SKU-0003,WH-03,36,1041,21.6,False,34.0,
2022-03-29,SKU-0004,WH-01,75,2005,42.08,False,34.0,
2022-03-29,SKU-0004,WH-02,74,1954,12.34,False,34.0,
2022-03-29,SKU-0004,WH-03,66,1400,31.85,False,34.0,
2022-03-29,SKU-0005,WH-01,114,2389,47.63,False,34.0,
2022-03-29,SKU-0005,WH-02,83,2225,33.35,False,34.0,
2022-03-29,SKU-0005,WH-03,99,1769,72.11,False,34.0,
2022-03-30,SKU-0001,WH-01,86,2071,23.39,False,35.3,
2022-03-30,SKU-0001,WH-02,78,1764,44.33,False,35.3,
2022-03-30,SKU-0001,WH-03,100,2621,32.52,False,35.3,
2022-03-30,SKU-0002,WH-01,75,1500,75.98,False,35.3,
2022-03-30,SKU-0002,WH-02,84,1751,87.29,False,35.3,
2022-03-30,SKU-0002,WH-03,121,3428,74.25,False,35.3,
2022-03-30,SKU-0003,WH-01,33,776,74.85,False,35.3,
2022-03-30,SKU-0003,WH-02,37,512,67.91,False,35.3,
2022-03-30,SKU-0003,WH-03,49,663,75.55,False,35.3,
2022-03-30,SKU-0004,WH-01,113,1555,80.19,False,35.3,
2022-03-30,SKU-0004,WH-02,94,1276,35.38,False,35.3,
2022-03-30,SKU-0004,WH-03,112,1838,41.05,False,35.3,
2022-03-30,SKU-0005,WH-01,127,2707,81.96,False,35.3,
2022-03-30,SKU-0005,WH-02,144,4002,70.79,False,35.3,
2022-03-30,SKU-0005,WH-03,121,2670,92.88,False,35.3,
2022-03-31,SKU-0001,WH-01,70,1573,69.29,False,38.3,
2022-03-31,SKU-0001,WH-02,89,1670,9.76,False,38.3,
2022-03-31,SKU-0001,WH-03,114,1596,25.2,False,38.3,
2022-03-31,SKU-0002,WH-01,80,1946,68.45,False,38.3,
2022-03-31,SKU-0002,WH-02,86,1929,51.05,False,38.3,
2022-03-31,SKU-0002,WH-03,90,2057,47.63,False,38.3,
2022-03-31,SKU-0003,WH-01,27,573,98.85,False,38.3,
2022-03-31,SKU-0003,WH-02,29,725,72.7,False,38.3,
2022-03-31,SKU-0003,WH-03,35,688,20.48,False,38.3,
2022-03-31,SKU-0004,WH-01,106,1709,72.52,False,38.3,
2022-03-31,SKU-0004,WH-02,101,2208,15.95,False,38.3,
2022-03-31,SKU-0004,WH-03,68,1148,83.16,False,38.3,
2022-03-31,SKU-0005,WH-01,112,1916,107.07,False,38.3,
2022-03-31,SKU-0005,WH-02,151,3133,14.78,True,38.3,
2022-03-31,SKU-0005,WH-03,121,2292,11.32,False,38.3,
2022-04-01,SKU-0001,WH-01,69,883,64.49,False,34.7,
2022-04-01,SKU-0001,WH-02,77,1582,49.39,False,34.7,
2022-04-01,SKU-0001,WH-03,91,1290,10.81,False,34.7,
2022-04-01,SKU-0002,WH-01,62,1533,17.47,False,34.7,
2022-04-01,SKU-0002,WH-02,66,1639,53.51,False,34.7,
2022-04-01,SKU-0002,WH-03,99,1244,72.08,False,34.7,
2022-04-01,SKU-0003,WH-01,33,912,29.43,False,34.7,
2022-04-01,SKU-0003,WH-02,30,535,30.12,False,34.7,
2022-04-01,SKU-0003,WH-03,33,579,70.81,False,34.7,
2022-04-01,SKU-0004,WH-01,91,1363,80.89,False,34.7,
2022-04-01,SKU-0004,WH-02,89,1812,40.22,False,34.7,
2022-04-01,SKU-0004,WH-03,101,1701,12.8,False,34.7,
2022-04-01,SKU-0005,WH-01,113,1626,13.03,False,34.7,
2022-04-01,SKU-0005,WH-02,81,871,83.88,False,34.7,
2022-04-01,SKU-0005,WH-03,117,1420,90.17,False,34.7,
